Sale ID,Salesperson,First Name,Last Name,VIP,Date of Birth,Gender,Country,Item Quantity,Item Price,Item Colour,Item Size,Item Range,Item COGS,Item Profit,PurchaseDate
2065,3,Sena,Wijkniet,N,16/03/1991,F,United Kingdom,1,18.01,COLOUR-BLACK,SIZE-S,RANGE-PANT,8.6448,9.3652,7/07/2014
2066,3,Estell,Hewitt,N,27/09/1968,F,United Kingdom,3,48,COLOUR-GREEN,SIZE-XXL,RANGE-SHIRT,35.04,12.96,8/06/2014
2067,9,Carmine,Cunningham,N,9/11/1981,M,United Kingdom,6,47.94,COLOUR-WHITE,SIZE-XL,RANGE-PANT,41.2284,6.7116,18/01/2014
2068,1,Porfirio,Orr,N,12/11/1980,M,Australia,9,220.5,COLOUR-WHITE,SIZE-XXL,RANGE-SHIRT,174.195,46.305,19/02/2014
2069,7,Abraham,Hendrix,Y,20/08/1974,M,United Kingdom,8,402.8,COLOUR-BLUE,SIZE-L,RANGE-PANT,338.352,64.448,24/07/2014
2070,5,Clay,Wyatt,Y,27/12/1991,M,United States,7,17.29,COLOUR-BLACK,SIZE-XXL,RANGE-OTHER,11.2385,6.0515,24/06/2014
2071,7,Donnette,Donovan,Y,4/06/1969,F,United States,6,300,COLOUR-BLACK,SIZE-L,RANGE-OTHER,159,141,7/03/2014
2072,10,Nelle,Santos,Y,25/02/1965,F,United States,5,1076.55,COLOUR-BLACK,SIZE-S,RANGE-OTHER,753.585,322.965,23/10/2013
2073,9,Brady,Voorma,N,21/08/1966,M,New Zealand,1,6,COLOUR-WHITE,SIZE-M,RANGE-JACKET,3.3,2.7,19/05/2014
2074,9,Rory,Timmer,Y,26/01/1991,F,New Zealand,9,37.8,COLOUR-WHITE,SIZE-S,RANGE-SHIRT,25.326,12.474,13/07/2014
2075,4,Bea,van Everdingen,N,21/09/1934,F,Australia,1,38.16,COLOUR-BLACK,SIZE-XL,RANGE-OTHER,31.6728,6.4872,22/04/2014
2076,4,Junior,Wermeskerken,N,7/09/1986,M,New Zealand,5,8.45,COLOUR-GREEN,SIZE-L,RANGE-PANT,5.577,2.873,28/05/2014
2077,8,Elmer,van Ooyen,N,1/05/1969,M,Australia,9,23.13,COLOUR-WHITE,SIZE-XL,RANGE-PANT,18.504,4.626,8/10/2013
2078,4,Molly,Holland,N,20/04/1936,F,New Zealand,6,17.04,COLOUR-WHITE,SIZE-XL,RANGE-SHIRT,10.9056,6.1344,3/12/2013
2079,7,Demarcus,Lambrinou,N,4/03/1988,M,United Kingdom,9,594.54,COLOUR-BLUE,SIZE-XXL,RANGE-PANT,362.6694,231.8706,24/05/2014
2080,7,Anette,Charles,Y,11/09/1971,F,Australia,5,179.75,COLOUR-WHITE,SIZE-XXL,RANGE-JACKET,106.0525,73.6975,22/09/2013
2081,2,Racquel,van Asperen,Y,12/06/1956,F,United States,6,145.2,COLOUR-BLUE,SIZE-M,RANGE-SHIRT,103.092,42.108,26/01/2014
2082,9,Dalton,Thomson,Y,1/07/1984,M,United States,2,7.38,COLOUR-BLUE,SIZE-XL,RANGE-PANT,3.321,4.059,18/03/2014
2083,5,Claudine,Sampson,Y,17/09/1982,F,United States,9,417.6,COLOUR-WHITE,SIZE-XL,RANGE-JACKET,321.552,96.048,21/07/2014
2084,6,Emmitt,Kent,N,9/09/1952,M,United Kingdom,7,139.02,COLOUR-BLUE,SIZE-L,RANGE-JACKET,63.9492,75.0708,2/09/2014
2085,4,Alphonso,Griffith,N,13/06/1945,M,United Kingdom,10,143.3,COLOUR-WHITE,SIZE-XXL,RANGE-JACKET,121.805,21.495,4/08/2014
2086,9,Damien,Evans,Y,25/04/1980,M,New Zealand,9,24.39,COLOUR-BLACK,SIZE-XXL,RANGE-JACKET,15.1218,9.2682,10/02/2014
2087,1,Clyde,Smits,N,29/08/1990,M,New Zealand,6,52.86,COLOUR-WHITE,SIZE-XL,RANGE-PANT,42.288,10.572,17/08/2014
2088,2,Devon,van Westreenen,N,22/10/1968,M,Australia,3,4.35,COLOUR-GREEN,SIZE-XXL,RANGE-OTHER,3.654,0.696,15/01/2014
2089,5,Long,Gunter,Y,17/02/1955,M,United Kingdom,8,544.32,COLOUR-BLACK,SIZE-XXL,RANGE-PANT,266.7168,277.6032,20/01/2014
2090,1,Valentin,Blootenburgh,N,8/11/1951,M,New Zealand,6,638.82,COLOUR-BLUE,SIZE-XL,RANGE-PANT,511.056,127.764,16/03/2014
2091,5,Tesha,Brooks,Y,10/08/1995,F,United Kingdom,2,61.6,COLOUR-WHITE,SIZE-M,RANGE-PANT,34.496,27.104,16/01/2014
2092,1,Pam,Franse,N,11/03/1958,F,United States,7,304.5,COLOUR-BLACK,SIZE-L,RANGE-OTHER,164.43,140.07,1/06/2014
2093,1,Gita,Stone,N,19/11/1953,F,Australia,9,711,COLOUR-WHITE,SIZE-XXL,RANGE-OTHER,319.95,391.05,3/02/2014
2094,6,Sang,Potter,Y,30/09/1966,M,New Zealand,5,3.05,COLOUR-WHITE,SIZE-XXL,RANGE-JACKET,1.4335,1.6165,12/07/2014
2095,8,Gloria,Lemmers,N,5/02/1935,F,Australia,2,7.56,COLOUR-BLACK,SIZE-M,RANGE-PANT,4.2336,3.3264,18/12/2013
2096,6,Loreen,Eijben,N,15/07/1966,F,United States,5,615.6,COLOUR-BLACK,SIZE-L,RANGE-PANT,363.204,252.396,27/09/2013
2097,9,Carlo,Tyler,N,4/02/1967,M,New Zealand,8,648.32,COLOUR-WHITE,SIZE-XXL,RANGE-PANT,492.7232,155.5968,13/02/2014
2098,3,Kendall,Allan,N,29/08/1943,F,United Kingdom,9,110.25,COLOUR-GREEN,SIZE-S,RANGE-JACKET,54.0225,56.2275,16/10/2013
2099,4,Brooks,Buddingh,Y,22/09/1964,M,United States,4,318,COLOUR-GREEN,SIZE-XXL,RANGE-JACKET,216.24,101.76,24/01/2014
2100,5,Mimi,Pham,Y,11/08/1995,F,United States,9,65.34,COLOUR-BLUE,SIZE-XXL,RANGE-SHIRT,37.8972,27.4428,9/11/2013
2101,7,Hunter,Dool,Y,28/05/1976,M,Australia,5,12.05,COLOUR-WHITE,SIZE-XL,RANGE-OTHER,6.989,5.061,31/07/2014
2102,3,Virgen,Ruys,N,9/12/1994,F,United Kingdom,8,98,COLOUR-BLUE,SIZE-S,RANGE-PANT,59.78,38.22,26/02/2014
2103,4,Emiko,Michael,N,10/10/1992,F,United Kingdom,8,213.28,COLOUR-BLACK,SIZE-S,RANGE-SHIRT,108.7728,104.5072,2/10/2013
2104,9,Jermaine,Huber,N,26/02/1960,M,United Kingdom,7,541.73,COLOUR-WHITE,SIZE-S,RANGE-OTHER,254.6131,287.1169,2/10/2013
2105,2,Jama,Ortega,Y,17/01/1993,F,United States,8,518.32,COLOUR-BLUE,SIZE-L,RANGE-PANT,305.8088,212.5112,21/12/2013
2106,7,Cletus,van Eyk,Y,19/09/1974,M,United States,2,31.9,COLOUR-GREEN,SIZE-XL,RANGE-PANT,21.054,10.846,17/04/2014
2107,4,Arnulfo,Foreman,N,9/11/1957,M,United States,8,170,COLOUR-GREEN,SIZE-S,RANGE-JACKET,76.5,93.5,25/09/2014
2108,6,Sirena,Dekking,N,15/04/1967,F,United Kingdom,2,59.56,COLOUR-BLUE,SIZE-XXL,RANGE-OTHER,50.0304,9.5296,25/08/2014
2109,5,Shantell,Buckley,N,31/05/1985,F,United Kingdom,7,201.53,COLOUR-BLUE,SIZE-XXL,RANGE-JACKET,120.918,80.612,18/04/2014
2110,2,Edythe,Schilp,Y,20/10/1980,F,Australia,10,167.7,COLOUR-BLUE,SIZE-XL,RANGE-JACKET,132.483,35.217,24/06/2014
2111,9,Arlie,Hart,N,2/12/1966,M,New Zealand,10,18.9,COLOUR-BLUE,SIZE-L,RANGE-JACKET,14.553,4.347,22/08/2014
2112,4,Blair,Fulton,Y,15/02/1944,M,United Kingdom,7,156.24,COLOUR-GREEN,SIZE-S,RANGE-OTHER,106.2432,49.9968,10/03/2014
2113,2,Brain,Dickie,Y,11/07/1977,M,United Kingdom,1,59.96,COLOUR-BLACK,SIZE-S,RANGE-SHIRT,33.5776,26.3824,22/12/2013
2114,5,Drema,van Deijl,Y,8/03/1983,F,New Zealand,2,132.44,COLOUR-WHITE,SIZE-M,RANGE-PANT,101.9788,30.4612,16/01/2014
2115,8,Monserrate,Liu,Y,17/11/1983,F,Australia,2,1.18,COLOUR-WHITE,SIZE-XL,RANGE-SHIRT,0.7552,0.4248,9/12/2013
2116,9,Cesar,Leblanc,Y,30/10/1967,M,United Kingdom,4,108,COLOUR-GREEN,SIZE-XL,RANGE-JACKET,91.8,16.2,16/04/2014
2117,6,Gregoria,Irwin,N,12/06/1988,F,United Kingdom,5,10,COLOUR-BLUE,SIZE-XXL,RANGE-JACKET,6.2,3.8,24/01/2014
2118,9,Allan,Langley,Y,11/02/1975,M,Australia,9,150.75,COLOUR-BLUE,SIZE-XXL,RANGE-SHIRT,75.375,75.375,12/06/2014
2119,5,Ailene,Mccarty,Y,5/09/1948,F,United Kingdom,1,2.75,COLOUR-GREEN,SIZE-XL,RANGE-OTHER,1.7875,0.9625,4/03/2014
2120,2,Tai,van De haas,N,2/02/1992,F,Australia,9,385.56,COLOUR-BLACK,SIZE-S,RANGE-OTHER,242.9028,142.6572,7/12/2013
2121,6,Elwood,Burghout,Y,3/07/1965,M,Australia,9,221.58,COLOUR-BLACK,SIZE-XL,RANGE-JACKET,126.3006,95.2794,16/08/2014
2122,1,Chang,van der Veur,Y,4/09/1991,M,United States,4,88,COLOUR-BLUE,SIZE-M,RANGE-SHIRT,63.36,24.64,18/08/2014
2123,1,Tommy,Carter,Y,16/06/1977,M,United States,7,25.06,COLOUR-BLUE,SIZE-S,RANGE-JACKET,19.0456,6.0144,7/04/2014
2124,6,Juli,Hicks,Y,10/09/1975,F,New Zealand,8,404,COLOUR-BLACK,SIZE-S,RANGE-SHIRT,294.92,109.08,26/09/2014
2125,7,Dwain,Sellers,N,12/03/1986,M,Australia,10,202.5,COLOUR-BLACK,SIZE-XL,RANGE-OTHER,174.15,28.35,20/02/2014
2126,6,Ginny,Britt,N,6/09/1957,F,United States,6,807.48,COLOUR-BLACK,SIZE-S,RANGE-PANT,589.4604,218.0196,26/10/2013
2127,5,Indira,Vasquez,Y,14/09/1934,F,United Kingdom,7,38.29,COLOUR-GREEN,SIZE-XL,RANGE-SHIRT,28.3346,9.9554,3/01/2014
2128,4,Julieta,van der Woude,N,7/07/1952,F,United Kingdom,7,90.72,COLOUR-GREEN,SIZE-L,RANGE-PANT,64.4112,26.3088,30/06/2014
2129,10,Genaro,Wiertz,N,9/01/1966,M,United States,2,26.54,COLOUR-WHITE,SIZE-M,RANGE-PANT,13.0046,13.5354,11/04/2014
2130,2,Gabriel,Sol,Y,21/08/1979,M,New Zealand,3,93.84,COLOUR-WHITE,SIZE-XXL,RANGE-SHIRT,72.2568,21.5832,22/02/2014
2131,3,Lucile,Louris,Y,1/08/1995,F,United Kingdom,4,6.24,COLOUR-BLUE,SIZE-XL,RANGE-PANT,4.9296,1.3104,10/01/2014
2132,7,Alicia,Joyce,Y,6/10/1967,F,Australia,9,66.6,COLOUR-BLUE,SIZE-M,RANGE-PANT,38.628,27.972,30/07/2014
2133,9,Pattie,Mcintosh,N,10/02/1952,F,United States,6,59.1,COLOUR-BLUE,SIZE-L,RANGE-PANT,28.368,30.732,27/12/2013
2134,2,Gerda,Miedema,N,15/10/1955,F,Australia,5,195,COLOUR-BLACK,SIZE-XXL,RANGE-SHIRT,165.75,29.25,24/06/2014
2135,10,Daniell,Ballard,N,31/05/1964,F,United States,4,75.2,COLOUR-BLACK,SIZE-XL,RANGE-PANT,40.608,34.592,16/08/2014
2136,3,Marcy,Velde,Y,31/10/1950,F,New Zealand,8,306,COLOUR-WHITE,SIZE-XL,RANGE-SHIRT,208.08,97.92,28/07/2014
2137,1,Trinidad,Brownlie,N,12/08/1976,F,Australia,3,51.66,COLOUR-BLUE,SIZE-XXL,RANGE-JACKET,38.2284,13.4316,5/09/2014
2138,10,Robin,Curtis,N,20/02/1983,M,Australia,9,994.5,COLOUR-WHITE,SIZE-S,RANGE-JACKET,576.81,417.69,18/11/2013
2139,6,Romeo,Pietersen,N,22/02/1978,M,United Kingdom,7,23.52,COLOUR-WHITE,SIZE-L,RANGE-SHIRT,19.0512,4.4688,22/10/2013
2140,6,Amado,Ho,N,25/09/1938,M,New Zealand,3,108,COLOUR-GREEN,SIZE-M,RANGE-SHIRT,86.4,21.6,12/04/2014
2141,6,Saul,Herfkens,N,9/07/1975,M,United Kingdom,9,78.3,COLOUR-BLACK,SIZE-S,RANGE-JACKET,56.376,21.924,4/05/2014
2142,5,Jamika,Reijmerrs,N,24/02/1963,F,United Kingdom,1,21.99,COLOUR-GREEN,SIZE-XL,RANGE-SHIRT,9.8955,12.0945,3/09/2014
2143,8,Dean,Bartholomeus,N,31/08/1966,M,United States,9,404.91,COLOUR-GREEN,SIZE-XL,RANGE-JACKET,319.8789,85.0311,5/09/2014
2144,1,Miguelina,van Osch,N,1/11/1991,F,Australia,2,140,COLOUR-GREEN,SIZE-M,RANGE-JACKET,74.2,65.8,5/12/2013
2145,6,Cherelle,Both,Y,4/02/1938,F,Australia,7,226.8,COLOUR-BLACK,SIZE-XL,RANGE-SHIRT,158.76,68.04,30/11/2013
2146,1,Aretha,Fitzgerald,N,18/05/1996,F,United States,5,189,COLOUR-BLUE,SIZE-S,RANGE-SHIRT,113.4,75.6,5/04/2014
2147,3,Patti,Lukasse,Y,18/03/1987,F,United States,8,211.44,COLOUR-WHITE,SIZE-XL,RANGE-JACKET,131.0928,80.3472,31/01/2014
2148,3,Hector,Crosby,N,25/05/1995,M,New Zealand,5,153.6,COLOUR-BLUE,SIZE-M,RANGE-SHIRT,122.88,30.72,11/11/2013
2149,7,Gennie,Burch,Y,9/10/1982,F,Australia,7,204.68,COLOUR-BLACK,SIZE-XL,RANGE-PANT,116.6676,88.0124,15/04/2014
2150,9,Vallie,Solomon,Y,22/03/1966,F,United States,8,154.8,COLOUR-BLUE,SIZE-XXL,RANGE-PANT,74.304,80.496,5/10/2013
2151,1,Wally,van Rietveld,N,12/03/1952,M,New Zealand,9,139.14,COLOUR-WHITE,SIZE-L,RANGE-PANT,104.355,34.785,8/04/2014
2152,1,Eloise,Fleming,N,11/08/1943,F,New Zealand,2,74.28,COLOUR-BLUE,SIZE-L,RANGE-PANT,34.9116,39.3684,28/08/2014
2153,10,Silas,Ratliff,N,15/01/1952,M,New Zealand,7,38.5,COLOUR-GREEN,SIZE-XXL,RANGE-SHIRT,31.185,7.315,13/01/2014
2154,3,Jerrod,Benson,Y,12/01/1962,M,New Zealand,3,40.02,COLOUR-WHITE,SIZE-M,RANGE-PANT,23.6118,16.4082,24/02/2014
2155,7,Stan,Hernandez,N,11/04/1944,M,Australia,3,126.96,COLOUR-BLACK,SIZE-XXL,RANGE-JACKET,88.872,38.088,7/09/2014
2156,6,Laine,Klein,Y,6/10/1938,F,New Zealand,1,22.95,COLOUR-BLACK,SIZE-S,RANGE-PANT,16.2945,6.6555,13/09/2014
2157,7,Mckinley,Bishop,N,1/12/1977,M,New Zealand,5,68.25,COLOUR-GREEN,SIZE-L,RANGE-JACKET,48.4575,19.7925,20/03/2014
2158,6,Zachery,Valdez,N,26/04/1949,M,United Kingdom,1,3.19,COLOUR-WHITE,SIZE-XL,RANGE-SHIRT,2.7753,0.4147,20/02/2014
2159,10,Dave,Berger,N,1/03/1934,M,United States,7,332.5,COLOUR-BLUE,SIZE-S,RANGE-PANT,196.175,136.325,10/09/2014
2160,3,Coy,Barents,N,4/10/1940,M,Australia,5,565,COLOUR-BLACK,SIZE-XXL,RANGE-OTHER,322.05,242.95,14/06/2014
2161,8,Grover,Goodman,Y,22/04/1994,M,United Kingdom,7,449.82,COLOUR-WHITE,SIZE-XL,RANGE-SHIRT,238.4046,211.4154,19/02/2014
2162,7,Ralph,Solis,N,12/02/1940,M,New Zealand,8,26.48,COLOUR-GREEN,SIZE-XXL,RANGE-SHIRT,18.0064,8.4736,31/03/2014
2163,9,Tyson,Camacho,Y,13/06/1982,M,United Kingdom,9,8.55,COLOUR-BLACK,SIZE-L,RANGE-SHIRT,4.0185,4.5315,4/03/2014
2164,9,Dave,Andrade,N,3/01/1938,M,United Kingdom,2,61.6,COLOUR-BLUE,SIZE-M,RANGE-SHIRT,32.648,28.952,6/09/2014
2165,4,Heriberto,Dirks,Y,13/02/1992,M,New Zealand,3,248.1,COLOUR-BLACK,SIZE-XXL,RANGE-JACKET,148.86,99.24,1/04/2014
2166,5,Queenie,Hulshof,N,7/10/1936,F,United States,5,32.5,COLOUR-BLACK,SIZE-L,RANGE-PANT,25.35,7.15,12/11/2013
2167,2,Enriqueta,Dirks,Y,24/04/1948,F,United Kingdom,8,24.56,COLOUR-BLUE,SIZE-XL,RANGE-SHIRT,14.9816,9.5784,11/09/2014
2168,4,Wallace,Lloyd,Y,9/08/1947,M,New Zealand,4,134.56,COLOUR-BLACK,SIZE-S,RANGE-OTHER,82.0816,52.4784,25/07/2014
2169,7,Harvey,Stelling,N,24/02/1937,M,Australia,8,22.32,COLOUR-BLACK,SIZE-L,RANGE-JACKET,15.4008,6.9192,23/12/2013
2170,9,Jarrod,Kelfkens,N,21/01/1943,M,United States,1,3.79,COLOUR-GREEN,SIZE-XL,RANGE-JACKET,1.9329,1.8571,4/12/2013
2171,7,Lavina,van der Sluijs,Y,4/11/1957,F,New Zealand,7,5.95,COLOUR-GREEN,SIZE-M,RANGE-SHIRT,3.5105,2.4395,25/02/2014
2172,1,Deloras,van Westerveld,N,23/02/1988,F,Australia,10,380,COLOUR-BLUE,SIZE-XXL,RANGE-JACKET,186.2,193.8,14/12/2013
2173,3,Bernard,Panneboeter,N,20/05/1989,M,United States,4,17,COLOUR-BLACK,SIZE-XL,RANGE-SHIRT,14.62,2.38,7/05/2014
2174,5,Carmelina,Morris,N,30/04/1973,F,United States,3,20.07,COLOUR-BLACK,SIZE-M,RANGE-PANT,12.042,8.028,30/01/2014
2175,6,Delcie,Bastiaans,N,17/03/1977,F,United Kingdom,8,8.4,COLOUR-BLUE,SIZE-XL,RANGE-SHIRT,6.048,2.352,2/02/2014
2176,1,Jefferey,Morton,N,20/06/1994,M,Australia,1,8.85,COLOUR-WHITE,SIZE-XL,RANGE-SHIRT,6.549,2.301,12/01/2014
2177,1,Nathanael,Chaney,N,29/11/1940,M,Australia,9,6.3,COLOUR-WHITE,SIZE-L,RANGE-OTHER,4.851,1.449,8/11/2013
2178,10,Jadwiga,Otway,N,14/07/1941,F,New Zealand,1,29.83,COLOUR-BLUE,SIZE-XXL,RANGE-JACKET,17.5997,12.2303,14/02/2014
2179,4,Hershel,Bryant,Y,11/11/1937,M,Australia,6,13.14,COLOUR-GREEN,SIZE-L,RANGE-OTHER,9.3294,3.8106,10/07/2014
2180,7,Lola,Baker,Y,5/06/1938,F,United Kingdom,8,83.52,COLOUR-GREEN,SIZE-L,RANGE-JACKET,50.112,33.408,4/05/2014
2181,6,Lashaunda,Bass,Y,25/11/1986,F,United States,2,7.98,COLOUR-WHITE,SIZE-L,RANGE-SHIRT,5.586,2.394,10/01/2014
2182,8,Gene,Henson,Y,2/09/1967,F,United States,2,14,COLOUR-BLUE,SIZE-XL,RANGE-SHIRT,6.58,7.42,22/08/2014
2183,10,Gayle,Wade,Y,15/11/1996,M,Australia,1,6.43,COLOUR-GREEN,SIZE-S,RANGE-PANT,4.0509,2.3791,30/09/2013
2184,7,Diann,Calhoun,N,11/02/1950,F,United Kingdom,6,234,COLOUR-BLACK,SIZE-S,RANGE-OTHER,189.54,44.46,17/12/2013
2185,2,Deandre,van Bentem,Y,26/05/1995,M,Australia,4,43.24,COLOUR-BLUE,SIZE-S,RANGE-PANT,20.3228,22.9172,19/08/2014
2186,1,Pamelia,Bowman,N,22/10/1972,F,United States,9,45.09,COLOUR-BLUE,SIZE-S,RANGE-PANT,27.9558,17.1342,28/06/2014
2187,10,Romana,van Zijderveld,N,7/03/1964,F,United States,6,530.94,COLOUR-GREEN,SIZE-XXL,RANGE-JACKET,329.1828,201.7572,27/08/2014
2188,6,Devon,Yang,Y,8/10/1973,M,Australia,4,30.08,COLOUR-WHITE,SIZE-XL,RANGE-PANT,25.8688,4.2112,13/03/2014
2189,3,Stephaine,Nedermyer,N,16/09/1949,F,New Zealand,8,479.2,COLOUR-BLACK,SIZE-XL,RANGE-JACKET,388.152,91.048,15/04/2014
2190,8,Ardelle,Mcpherson,Y,18/05/1987,F,New Zealand,5,105,COLOUR-GREEN,SIZE-L,RANGE-SHIRT,52.5,52.5,25/09/2014
2191,1,Thurman,van der Griend,Y,6/11/1963,M,New Zealand,10,274,COLOUR-BLUE,SIZE-XL,RANGE-PANT,128.78,145.22,15/09/2014
2192,9,Victor,Greer,N,9/05/1942,M,United States,4,25.32,COLOUR-GREEN,SIZE-L,RANGE-OTHER,21.2688,4.0512,16/02/2014
2193,9,Brain,Ho,Y,22/04/1970,M,Australia,9,180.27,COLOUR-BLACK,SIZE-M,RANGE-SHIRT,127.9917,52.2783,15/04/2014
2194,3,Gussie,Hendrickx,Y,23/08/1946,F,United States,10,109,COLOUR-BLUE,SIZE-L,RANGE-SHIRT,73.03,35.97,25/09/2014
2195,7,Roman,de With,N,7/03/1938,M,United States,4,84,COLOUR-GREEN,SIZE-S,RANGE-PANT,43.68,40.32,20/02/2014
2196,4,Tammera,Sandoval,N,5/08/1952,F,New Zealand,6,52.98,COLOUR-BLACK,SIZE-L,RANGE-SHIRT,46.0926,6.8874,1/12/2013
2197,10,Jeff,Cortez,Y,22/02/1944,M,Australia,6,59.7,COLOUR-BLUE,SIZE-XL,RANGE-PANT,47.163,12.537,26/11/2013
2198,6,Shelton,Hebert,N,17/01/1966,M,Australia,1,12.67,COLOUR-WHITE,SIZE-L,RANGE-OTHER,8.6156,4.0544,6/08/2014
2199,8,Buck,Weenink,N,25/03/1983,M,United States,5,209.65,COLOUR-GREEN,SIZE-L,RANGE-JACKET,174.0095,35.6405,5/07/2014
2200,6,Carter,England,Y,3/05/1989,M,United Kingdom,2,69,COLOUR-WHITE,SIZE-M,RANGE-SHIRT,57.27,11.73,1/05/2014
2201,1,Dan,Harris,Y,25/09/1989,M,United States,4,38.24,COLOUR-BLACK,SIZE-XXL,RANGE-JACKET,23.3264,14.9136,6/03/2014
2202,10,Gussie,Lapperre,Y,22/07/1980,F,United States,5,110,COLOUR-BLUE,SIZE-L,RANGE-SHIRT,94.6,15.4,25/06/2014
2203,1,Tyler,Buitenweg,Y,24/10/1985,M,United States,3,6.75,COLOUR-GREEN,SIZE-XXL,RANGE-PANT,3.0375,3.7125,2/06/2014
2204,10,Winford,Herman,N,17/03/1973,M,United Kingdom,10,342.4,COLOUR-WHITE,SIZE-M,RANGE-OTHER,157.504,184.896,15/07/2014
2205,10,Ed,Holloway,N,14/11/1988,M,United States,1,64.53,COLOUR-GREEN,SIZE-S,RANGE-OTHER,32.9103,31.6197,24/03/2014
2206,9,Rocky,Collier,Y,17/02/1935,M,Australia,10,1046.2,COLOUR-GREEN,SIZE-S,RANGE-PANT,680.03,366.17,8/02/2014
2207,7,Lance,van der Beek,N,6/01/1956,M,New Zealand,8,570,COLOUR-BLACK,SIZE-XXL,RANGE-SHIRT,342,228,26/06/2014
2208,4,Camie,Cole,N,10/02/1955,F,United States,4,130.12,COLOUR-GREEN,SIZE-M,RANGE-PANT,100.1924,29.9276,24/01/2014
2209,8,Melita,Sims,N,15/04/1971,F,United Kingdom,10,120.8,COLOUR-WHITE,SIZE-XL,RANGE-OTHER,72.48,48.32,28/09/2014
2210,10,Tawana,Talley,Y,20/02/1986,F,United Kingdom,4,17.28,COLOUR-BLACK,SIZE-XXL,RANGE-SHIRT,9.6768,7.6032,5/11/2013
2211,6,Tonisha,Rowland,N,16/08/1964,F,United Kingdom,1,22.5,COLOUR-BLUE,SIZE-XXL,RANGE-PANT,18.675,3.825,2/08/2014
2212,6,Hank,van Kesteren,N,9/08/1994,M,Australia,9,116.91,COLOUR-WHITE,SIZE-S,RANGE-JACKET,83.0061,33.9039,20/01/2014
2213,1,Sherman,Molina,Y,21/11/1954,M,United Kingdom,1,1.26,COLOUR-WHITE,SIZE-M,RANGE-SHIRT,0.8946,0.3654,15/03/2014
2214,4,Tomi,Humphrey,N,9/04/1945,F,Australia,6,259.74,COLOUR-BLACK,SIZE-L,RANGE-JACKET,155.844,103.896,24/11/2013
2215,2,Perry,Morrow,N,4/11/1951,M,United Kingdom,4,48.2,COLOUR-GREEN,SIZE-L,RANGE-JACKET,41.934,6.266,20/07/2014
2216,10,Bennett,Voorma,Y,20/11/1934,M,New Zealand,1,60.1,COLOUR-BLUE,SIZE-M,RANGE-SHIRT,31.252,28.848,16/12/2013
2217,1,Osvaldo,Werner,Y,23/10/1964,M,New Zealand,8,50.24,COLOUR-WHITE,SIZE-XL,RANGE-OTHER,34.6656,15.5744,23/02/2014
2218,9,Hettie,Maertens,N,9/02/1996,F,Australia,5,29.05,COLOUR-BLUE,SIZE-L,RANGE-PANT,21.7875,7.2625,20/08/2014
2219,7,Sophia,Dale,N,11/05/1942,F,Australia,7,9.24,COLOUR-WHITE,SIZE-S,RANGE-PANT,4.7124,4.5276,31/07/2014
2220,10,Donnetta,Swoll,Y,1/01/1967,F,New Zealand,8,164.08,COLOUR-WHITE,SIZE-L,RANGE-JACKET,78.7584,85.3216,10/11/2013
2221,5,Roman,Good,Y,15/03/1981,M,United States,2,4.5,COLOUR-BLUE,SIZE-M,RANGE-JACKET,3.06,1.44,8/07/2014
2222,9,Gino,Oconnell,N,2/06/1961,M,United Kingdom,9,260.1,COLOUR-BLACK,SIZE-M,RANGE-OTHER,124.848,135.252,14/11/2013
2223,10,Tia,Campos,N,10/06/1965,F,United States,8,63.2,COLOUR-BLUE,SIZE-S,RANGE-JACKET,28.44,34.76,17/07/2014
2224,3,Olinda,Pieters,N,30/05/1951,F,United Kingdom,10,14.4,COLOUR-WHITE,SIZE-XXL,RANGE-JACKET,11.808,2.592,21/12/2013
2225,2,Garrett,Shepard,Y,3/07/1995,M,United States,4,168,COLOUR-BLACK,SIZE-L,RANGE-JACKET,109.2,58.8,27/06/2014
2226,1,Orville,Fuller,Y,5/10/1971,M,New Zealand,7,84,COLOUR-BLUE,SIZE-XL,RANGE-OTHER,56.28,27.72,3/08/2014
2227,5,Lucienne,Ramos,N,16/12/1937,F,New Zealand,7,273.49,COLOUR-GREEN,SIZE-M,RANGE-PANT,191.443,82.047,15/08/2014
2228,3,Faviola,Deutschmann,Y,16/09/1984,F,United Kingdom,10,40,COLOUR-GREEN,SIZE-S,RANGE-PANT,32.4,7.6,29/12/2013
2229,1,Eugenia,Reid,Y,9/11/1960,F,United States,5,7,COLOUR-WHITE,SIZE-XL,RANGE-OTHER,6.02,0.98,8/07/2014
2230,7,Billy,Booth,Y,7/01/1995,M,United States,1,33.62,COLOUR-BLACK,SIZE-L,RANGE-PANT,17.8186,15.8014,29/03/2014
2231,6,Teodoro,Rojas,N,30/09/1935,M,New Zealand,8,45.68,COLOUR-BLACK,SIZE-M,RANGE-OTHER,38.828,6.852,15/12/2013
2232,4,Donya,Houston,N,27/06/1992,F,Australia,7,23.73,COLOUR-GREEN,SIZE-XXL,RANGE-OTHER,11.6277,12.1023,14/08/2014
2233,9,Julio,Hallen,Y,20/11/1934,F,Australia,2,61.38,COLOUR-BLACK,SIZE-S,RANGE-JACKET,42.3522,19.0278,14/02/2014
2234,8,Jamie,Gill,Y,26/12/1958,F,United Kingdom,6,123.06,COLOUR-WHITE,SIZE-L,RANGE-JACKET,91.0644,31.9956,3/06/2014
